"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.671,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.829,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.68,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.545,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.849,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.15,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.065,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.747,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.343,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.26,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.781,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.273,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.406,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.844,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.25,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.75,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.829,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.125,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.948,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2001",7.083,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2002",8.003,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2003",7.778,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2004",7.775,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2005",7.961,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2006",8.037,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2007",7.225,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2008",8.28,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2009",7.93,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2010",7.673,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2011",7.747,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2012",6.657,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2013",7.381,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2014",8.579,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2015",8.97,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2016",7.89,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2017",8.28,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2018",7.76,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2019",8.96,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2020",7.161,
"GBR","CROPYIELD","WHEAT","TONNE_HA","A","2021",8.229,
