Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, male",SP.POP.TOTL.MA.IN,Afghanistan,AFG,15415361,15964874,16554278,17138803,17686166,18186994,18651985,19093043,19529727,19976265,..
"Population, male",SP.POP.TOTL.MA.IN,Africa Eastern and Southern,AFE,263893821,271250927,278815876,286561893,294467959,302526823,310737129,319086162,327561109,336152563,..
"Population, male",SP.POP.TOTL.MA.IN,Africa Western and Central,AFW,180829210,185876268,191044794,196342043,201772757,207338266,213034400,218853173,224783716,230818049,..
"Population, male",SP.POP.TOTL.MA.IN,Albania,ALB,1466246,1467285,1468260,1468434,1466457,1465287,1464130,1460043,1453180,1444326,..
"Population, male",SP.POP.TOTL.MA.IN,Algeria,DZA,18505611,18871563,19256116,19654929,20063891,20481901,20906756,21331993,21749666,22153808,..
"Population, male",SP.POP.TOTL.MA.IN,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Angola,AGO,11974824,12413552,12863801,13323488,13791244,14266355,14749319,15241459,15744779,16260870,..
"Population, male",SP.POP.TOTL.MA.IN,Antigua and Barbuda,ATG,42763,43373,43951,44502,45028,45518,45986,46419,46851,47269,..
"Population, male",SP.POP.TOTL.MA.IN,Arab World,ARB,187771976,192111502,196398929,200657276,204904522,209130737,213323092,217523201,221750520,226025328,..
"Population, male",SP.POP.TOTL.MA.IN,Argentina,ARG,20082606,20318174,20552749,20785770,21016705,21245521,21472290,21696699,21918496,22137442,..
"Population, male",SP.POP.TOTL.MA.IN,Armenia,ARM,1346388,1351255,1359259,1367900,1375333,1381014,1385362,1388600,1391269,1393747,..
"Population, male",SP.POP.TOTL.MA.IN,Aruba,ABW,48648,48870,49115,49368,49597,49821,50033,50244,50443,50642,..
"Population, male",SP.POP.TOTL.MA.IN,Australia,AUS,11167269,11355294,11541758,11705167,11867302,12049619,12252228,12441473,12632259,12791828,..
"Population, male",SP.POP.TOTL.MA.IN,Austria,AUT,4092609,4114435,4142296,4178984,4231048,4282881,4319226,4346935,4372358,4395722,..
"Population, male",SP.POP.TOTL.MA.IN,Azerbaijan,AZE,4549072,4614067,4678173,4740934,4801750,4859774,4911735,4958380,5004135,5041659,..
"Population, male",SP.POP.TOTL.MA.IN,"Bahamas, The",BHS,174271,176254,178056,179810,181608,183477,185384,187322,189230,191093,..
"Population, male",SP.POP.TOTL.MA.IN,Bahrain,BHR,796037,806030,811369,822540,846756,886938,939850,998976,1054797,1100474,..
"Population, male",SP.POP.TOTL.MA.IN,Bangladesh,BGD,75809694,76643893,77504601,78368220,79217157,80048910,80869068,81677117,82473791,83259108,..
"Population, male",SP.POP.TOTL.MA.IN,Barbados,BRB,135877,136340,136769,137169,137548,137902,138223,138525,138813,139084,..
"Population, male",SP.POP.TOTL.MA.IN,Belarus,BLR,4398216,4391919,4391564,4395494,4402486,4406998,4402442,4393183,4384715,4367071,..
"Population, male",SP.POP.TOTL.MA.IN,Belgium,BEL,5420651,5453743,5479418,5505521,5541882,5577477,5609017,5645728,5686560,5727672,..
"Population, male",SP.POP.TOTL.MA.IN,Belize,BLZ,165115,168917,172699,176447,180135,183752,187296,190798,194281,197761,..
"Population, male",SP.POP.TOTL.MA.IN,Benin,BEN,4701607,4838355,4978896,5122907,5270132,5420569,5574297,5731239,5891256,6054248,..
"Population, male",SP.POP.TOTL.MA.IN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Bhutan,BTN,364318,368926,373822,378889,384018,389210,394499,399810,405032,410087,..
"Population, male",SP.POP.TOTL.MA.IN,Bolivia,BOL,5137926,5219814,5301540,5382819,5463444,5543317,5622487,5701161,5779611,5858019,..
"Population, male",SP.POP.TOTL.MA.IN,Bosnia and Herzegovina,BIH,1797359,1769247,1738041,1707765,1681343,1659723,1642272,1628375,1616799,1606609,..
"Population, male",SP.POP.TOTL.MA.IN,Botswana,BWA,983429,991624,998695,1007821,1021216,1039714,1062469,1088021,1114116,1139099,..
"Population, male",SP.POP.TOTL.MA.IN,Brazil,BRA,97385186,98220331,99043431,99855752,100657516,101450192,102232088,102996239,103733160,104435783,..
"Population, male",SP.POP.TOTL.MA.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Brunei Darussalam,BRN,203743,206870,209997,213022,215828,218376,220728,222904,224982,226987,..
"Population, male",SP.POP.TOTL.MA.IN,Bulgaria,BGR,3578030,3556675,3535805,3514595,3491057,3465478,3439061,3413178,3388224,3367114,..
"Population, male",SP.POP.TOTL.MA.IN,Burkina Faso,BFA,7981454,8231729,8488213,8750631,9018772,9292515,9571848,9856874,10147774,10444713,..
"Population, male",SP.POP.TOTL.MA.IN,Burundi,BDI,4429454,4573301,4720469,4872574,5030735,5195257,5365496,5540530,5718988,5899864,..
"Population, male",SP.POP.TOTL.MA.IN,Cabo Verde,CPV,249767,253247,256559,259819,263070,266349,269626,272866,276036,279117,..
"Population, male",SP.POP.TOTL.MA.IN,Cambodia,KHM,7087005,7205612,7326766,7448809,7570441,7691291,7811386,7930228,8047364,8162424,..
"Population, male",SP.POP.TOTL.MA.IN,Cameroon,CMR,10438338,10729397,11026877,11330730,11640880,11957213,12279497,12607251,12939928,13277075,..
"Population, male",SP.POP.TOTL.MA.IN,Canada,CAN,17035831,17219264,17399107,17572607,17703599,17906490,18125530,18387468,18654019,18862750,..
"Population, male",SP.POP.TOTL.MA.IN,Caribbean small states,CSS,3423521,3448594,3473834,3498728,3522849,3546027,3568256,3589560,3609947,3629472,..
"Population, male",SP.POP.TOTL.MA.IN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Central African Republic,CAF,2187973,2197286,2203461,2211896,2226565,2248836,2277876,2312820,2351973,2394042,..
"Population, male",SP.POP.TOTL.MA.IN,Central Europe and the Baltics,CEB,50312524,50217263,50132475,50048426,49950445,49835495,49720890,49628170,49563822,49497020,..
"Population, male",SP.POP.TOTL.MA.IN,Chad,TCD,6166545,6378518,6596372,6817947,7041734,7267235,7495003,7725723,7960522,8200170,..
"Population, male",SP.POP.TOTL.MA.IN,Channel Islands,CHI,79367,79947,80479,81045,81716,82514,83410,84346,85254,86070,..
"Population, male",SP.POP.TOTL.MA.IN,Chile,CHL,8481053,8562870,8647028,8739824,8844800,8965258,9097252,9228416,9341774,9425669,..
"Population, male",SP.POP.TOTL.MA.IN,China,CHN,691172304,695813520,700367049,704675333,708647978,712569385,716728147,719905214,722264717,723683488,..
"Population, male",SP.POP.TOTL.MA.IN,Colombia,COL,22374122,22575015,22780030,23013034,23288781,23618154,23990081,24370780,24713193,24984564,..
"Population, male",SP.POP.TOTL.MA.IN,Comoros,COM,356188,364951,373895,382953,392089,401274,410522,419834,429210,438653,..
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Dem. Rep.",COD,33244602,34385069,35561914,36773965,38019960,39299343,40610874,41951875,43319103,44710172,..
"Population, male",SP.POP.TOTL.MA.IN,"Congo, Rep.",COG,2188038,2246780,2304083,2362141,2422571,2485795,2551316,2618741,2687358,2756678,..
"Population, male",SP.POP.TOTL.MA.IN,Costa Rica,CRI,2320217,2347235,2373809,2399916,2425530,2450639,2475235,2499229,2522539,2545076,..
"Population, male",SP.POP.TOTL.MA.IN,Cote d'Ivoire,CIV,10668125,10921921,11187178,11462641,11747319,12041040,12343867,12655166,12974206,13300380,..
"Population, male",SP.POP.TOTL.MA.IN,Croatia,HRV,2061076,2053880,2047224,2038228,2021330,2007658,1984597,1968189,1958675,1951295,..
"Population, male",SP.POP.TOTL.MA.IN,Cuba,CUB,5587410,5596451,5608387,5619691,5627750,5631930,5632956,5631334,5627928,5623468,..
"Population, male",SP.POP.TOTL.MA.IN,Curacao,CUW,69169,69676,70447,71405,72374,73184,73468,73142,72336,71290,..
"Population, male",SP.POP.TOTL.MA.IN,Cyprus,CYP,561358,566741,571805,576673,581395,586030,590551,594975,599297,603514,..
"Population, male",SP.POP.TOTL.MA.IN,Czech Republic,CZE,5155257,5163916,5165713,5171045,5181793,5193218,5209106,5229012,5252093,5267556,..
"Population, male",SP.POP.TOTL.MA.IN,Denmark,DNK,2765430,2777284,2790261,2805574,2826216,2848688,2867015,2880932,2890825,2898848,..
"Population, male",SP.POP.TOTL.MA.IN,Djibouti,DJI,455731,463209,469898,476395,483117,490177,497397,504712,511947,518993,..
"Population, male",SP.POP.TOTL.MA.IN,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Dominican Republic,DOM,4922526,4979010,5035367,5091526,5147367,5202940,5258174,5312745,5366198,5418206,..
"Population, male",SP.POP.TOTL.MA.IN,Early-demographic dividend,EAR,1504506956,1526119805,1547611615,1569047495,1590458235,1611824840,1633112666,1654363982,1675585189,1696749093,..
"Population, male",SP.POP.TOTL.MA.IN,East Asia & Pacific,EAS,1127981739,1136870478,1145617575,1154111701,1162213721,1170157756,1178187656,1185170341,1191206864,1196032831,..
"Population, male",SP.POP.TOTL.MA.IN,East Asia & Pacific (excluding high income),EAP,1008657223,1017191452,1025631103,1033784696,1041535931,1049158151,1056941310,1063668477,1069510740,1074349242,..
"Population, male",SP.POP.TOTL.MA.IN,East Asia & Pacific (IDA & IBRD countries),TEA,996599810,1005069804,1013444452,1021533519,1029221681,1036782306,1044505042,1051173149,1056957978,1061740863,..
"Population, male",SP.POP.TOTL.MA.IN,Ecuador,ECU,7635558,7749518,7865060,7986081,8114959,8253234,8399038,8547198,8690487,8823827,..
"Population, male",SP.POP.TOTL.MA.IN,"Egypt, Arab Rep.",EGY,42706357,43668307,44674003,45697164,46717678,47729770,48735775,49733474,50722599,51702862,..
"Population, male",SP.POP.TOTL.MA.IN,El Salvador,SLV,2934825,2943739,2953270,2963437,2974229,2985690,2997810,3010428,3023353,3036424,..
"Population, male",SP.POP.TOTL.MA.IN,Equatorial Guinea,GNQ,539066,565317,591998,618927,645986,673070,700114,727054,753823,780380,..
"Population, male",SP.POP.TOTL.MA.IN,Eritrea,ERI,1606564,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Estonia,EST,618522,616624,614840,613871,615261,616810,619230,623201,627216,630596,..
"Population, male",SP.POP.TOTL.MA.IN,Eswatini,SWZ,506888,512379,518539,525208,532230,539597,547278,555082,562790,570236,..
"Population, male",SP.POP.TOTL.MA.IN,Ethiopia,ETH,44989927,46300213,47648725,49021687,50408589,51805857,53214725,54635264,56069008,57516835,..
"Population, male",SP.POP.TOTL.MA.IN,Euro area,EMU,163675717,164038344,164602499,165191474,165738959,166294538,166743078,167215216,167462493,167875108,..
"Population, male",SP.POP.TOTL.MA.IN,Europe & Central Asia,ECS,429230697,431067039,433242630,435491701,437750892,439976962,441984391,443850987,445400726,446872708,..
"Population, male",SP.POP.TOTL.MA.IN,Europe & Central Asia (excluding high income),ECA,190209970,191324685,192580111,193854830,195164186,196433516,197620098,198680008,199665822,200442966,..
"Population, male",SP.POP.TOTL.MA.IN,Europe & Central Asia (IDA & IBRD countries),TEC,210680167,211797541,213047022,214309666,215597214,216848145,218013607,219054290,220022692,220782631,..
"Population, male",SP.POP.TOTL.MA.IN,European Union,EUU,214871763,215213760,215769561,216356172,216893201,217436570,217873273,218331047,218568655,218952871,..
"Population, male",SP.POP.TOTL.MA.IN,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Fiji,FJI,440532,440958,440759,440707,441372,442913,445150,447925,450959,454018,..
"Population, male",SP.POP.TOTL.MA.IN,Finland,FIN,2645901,2660106,2673973,2686568,2696829,2705857,2713357,2718009,2722008,2727475,..
"Population, male",SP.POP.TOTL.MA.IN,Fragile and conflict affected situations,FCS,375526359,385051201,394757336,404523604,414273323,423954103,433612624,443426601,453609292,464305189,..
"Population, male",SP.POP.TOTL.MA.IN,France,FRA,31656533,31814442,31981566,32133948,32245927,32324929,32409436,32487909,32550240,32614238,..
"Population, male",SP.POP.TOTL.MA.IN,French Polynesia,PYF,136865,137290,137701,138151,138667,139274,139968,140712,141492,142261,..
"Population, male",SP.POP.TOTL.MA.IN,Gabon,GAB,853930,888349,923796,958672,991831,1022809,1051835,1079376,1106192,1132854,..
"Population, male",SP.POP.TOTL.MA.IN,"Gambia, The",GMB,917082,945203,974246,1004095,1034700,1066028,1098096,1130877,1164364,1198540,..
"Population, male",SP.POP.TOTL.MA.IN,Georgia,GEO,1790352,1778218,1774019,1775779,1779006,1779921,1779524,1777890,1773854,1770080,..
"Population, male",SP.POP.TOTL.MA.IN,Germany,DEU,39371978,39469223,39601642,39795381,40175001,40540539,40737032,40905408,41039660,41147289,..
"Population, male",SP.POP.TOTL.MA.IN,Ghana,GHA,12844636,13156379,13469420,13785234,14104836,14428231,14754799,15084235,15416086,15749999,..
"Population, male",SP.POP.TOTL.MA.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Greece,GRC,5451489,5420637,5381647,5346628,5311962,5289903,5279194,5268106,5262306,5259387,..
"Population, male",SP.POP.TOTL.MA.IN,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Grenada,GRD,53965,54288,54624,54961,55289,55598,55891,56162,56426,56666,..
"Population, male",SP.POP.TOTL.MA.IN,Guam,GUM,81093,81175,81328,81556,81917,82410,83029,83723,84437,85140,..
"Population, male",SP.POP.TOTL.MA.IN,Guatemala,GTM,7135035,7265171,7396093,7527272,7658027,7788565,7918969,8049345,8178496,8306203,..
"Population, male",SP.POP.TOTL.MA.IN,Guinea,GIN,4969530,5083247,5202759,5332362,5474968,5631807,5801506,5981068,6166075,6353234,..
"Population, male",SP.POP.TOTL.MA.IN,Guinea-Bissau,GNB,758360,779433,801147,823339,845894,868732,891865,915245,938863,962695,..
"Population, male",SP.POP.TOTL.MA.IN,Guyana,GUY,373314,375458,378137,380976,383717,386262,388678,390999,393271,395549,..
"Population, male",SP.POP.TOTL.MA.IN,Haiti,HTI,4983003,5058344,5133166,5207006,5279570,5350621,5420284,5489045,5557596,5626445,..
"Population, male",SP.POP.TOTL.MA.IN,Heavily indebted poor countries (HIPC),HPC,319462586,328652723,338136792,347878880,357849655,368045691,378466319,389086663,399876902,410815222,..
"Population, male",SP.POP.TOTL.MA.IN,High income,HIC,575219667,578840507,582443333,586145080,589802410,593504724,596849921,599997524,602706383,604988295,..
"Population, male",SP.POP.TOTL.MA.IN,Honduras,HND,4231000,4311692,4391237,4470384,4549686,4629297,4709093,4789031,4868994,4948880,..
"Population, male",SP.POP.TOTL.MA.IN,"Hong Kong SAR, China",HKG,3315094,3342076,3346624,3361767,3382217,3395092,3412711,3432494,3451238,3432698,..
"Population, male",SP.POP.TOTL.MA.IN,Hungary,HUN,4732572,4709560,4698182,4687178,4677655,4665398,4654465,4649998,4649391,4640848,..
"Population, male",SP.POP.TOTL.MA.IN,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Iceland,ISL,160659,161373,162722,164368,165975,168264,172279,177025,181038,184050,..
"Population, male",SP.POP.TOTL.MA.IN,IDA & IBRD total,IBT,2966372873,3005803762,3045530443,3085213041,3124742850,3164342401,3204225068,3243123834,3281224370,3318297037,..
"Population, male",SP.POP.TOTL.MA.IN,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,India,IND,650436593,658420351,666165661,673747770,681223332,688604687,695880522,703055580,710129572,717100970,..
"Population, male",SP.POP.TOTL.MA.IN,Indonesia,IDN,123499269,125181058,126855422,128509365,130132842,131720864,133272786,134788497,136269761,137717861,..
"Population, male",SP.POP.TOTL.MA.IN,"Iran, Islamic Rep.",IRN,37622122,38112878,38640056,39184203,39730143,40274534,40818986,41358895,41889890,42408406,..
"Population, male",SP.POP.TOTL.MA.IN,Iraq,IRQ,15520711,16111683,16755233,17393213,17983741,18512965,18993936,19444067,19891814,20357778,..
"Population, male",SP.POP.TOTL.MA.IN,Ireland,IRL,2273238,2280451,2290372,2305716,2327061,2354000,2381248,2412947,2448139,2479611,..
"Population, male",SP.POP.TOTL.MA.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Israel,ISR,3837807,3912366,3989533,4070471,4155479,4241160,4327497,4414918,4503237,4587522,..
"Population, male",SP.POP.TOTL.MA.IN,Italy,ITA,28732398,28822965,29180255,29473355,29467922,29438983,29415238,29379072,29061567,28995732,..
"Population, male",SP.POP.TOTL.MA.IN,Jamaica,JAM,1405569,1413582,1421484,1429206,1436700,1443917,1450841,1457453,1463720,1469641,..
"Population, male",SP.POP.TOTL.MA.IN,Japan,JPN,62510675,62396539,62294204,62200548,62124278,62043043,61932014,61797750,61659571,61440347,..
"Population, male",SP.POP.TOTL.MA.IN,Jordan,JOR,3900602,4111005,4322900,4520824,4693410,4836733,4952772,5043481,5113215,5165979,..
"Population, male",SP.POP.TOTL.MA.IN,Kazakhstan,KAZ,8006532,8122815,8242815,8367513,8493748,8619219,8741668,8861980,8981438,9102132,..
"Population, male",SP.POP.TOTL.MA.IN,Kenya,KEN,21441112,22021761,22607797,23195580,23782609,24367251,24950142,25533874,26122382,26718527,..
"Population, male",SP.POP.TOTL.MA.IN,Kiribati,KIR,51517,52292,53020,53740,54491,55278,56087,56938,57822,58744,..
"Population, male",SP.POP.TOTL.MA.IN,"Korea, Dem. People's Rep.",PRK,12057413,12121648,12186651,12251177,12314250,12375845,12436268,12495328,12552762,12608379,..
"Population, male",SP.POP.TOTL.MA.IN,"Korea, Rep.",KOR,25019009,25151510,25267949,25428291,25562160,25661177,25729091,25846211,25891693,25921864,..
"Population, male",SP.POP.TOTL.MA.IN,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Kuwait,KWT,1832247,1940367,2050222,2156738,2255989,2346661,2428715,2501082,2563055,2614446,..
"Population, male",SP.POP.TOTL.MA.IN,Kyrgyz Republic,KGZ,2725184,2771607,2828269,2886649,2947391,3008277,3066892,3128214,3193863,3260615,..
"Population, male",SP.POP.TOTL.MA.IN,Lao PDR,LAO,3154710,3210999,3267829,3324639,3381013,3436670,3491532,3545623,3599028,3651794,..
"Population, male",SP.POP.TOTL.MA.IN,Late-demographic dividend,LTE,1109034496,1116955774,1124806760,1132401930,1139636236,1146831014,1154199076,1160389862,1165591646,1169494592,..
"Population, male",SP.POP.TOTL.MA.IN,Latin America & Caribbean,LCN,293783090,296947305,300078028,303159764,306193556,309175680,312100626,314953330,317822784,320647738,..
"Population, male",SP.POP.TOTL.MA.IN,Latin America & Caribbean (excluding high income),LAC,266322528,269185170,272038498,274926002,277873201,280898638,283978796,287047338,290011062,292804597,..
"Population, male",SP.POP.TOTL.MA.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,285949718,289123928,292260787,295357665,298411882,301421281,304384775,307303433,310177858,313008282,..
"Population, male",SP.POP.TOTL.MA.IN,Latvia,LVA,943129,931522,921725,913405,906491,899037,892116,886304,881209,876409,..
"Population, male",SP.POP.TOTL.MA.IN,Least developed countries: UN classification,LDC,426167342,436187396,446489793,457068998,467918543,479041285,490434984,502079123,513945731,526010581,..
"Population, male",SP.POP.TOTL.MA.IN,Lebanon,LBN,2636642,2800438,2984100,3154600,3287820,3377146,3429311,3449884,3449246,3435746,..
"Population, male",SP.POP.TOTL.MA.IN,Lesotho,LSO,975951,983782,992872,1002448,1011929,1021145,1030162,1039049,1047944,1056950,..
"Population, male",SP.POP.TOTL.MA.IN,Liberia,LBR,2012214,2072203,2129524,2186166,2243640,2302083,2361022,2420654,2481116,2542539,..
"Population, male",SP.POP.TOTL.MA.IN,Libya,LBY,3183328,3196569,3208236,3224186,3248490,3282817,3325600,3373758,3422619,3468737,..
"Population, male",SP.POP.TOTL.MA.IN,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Lithuania,LTU,1392825,1373912,1360334,1349379,1337721,1322120,1305326,1294538,1292438,1293501,..
"Population, male",SP.POP.TOTL.MA.IN,Low & middle income,LMY,2940257715,2979487471,3019049995,3058648336,3098204047,3137948054,3178072552,3217256651,3255579532,3292747342,..
"Population, male",SP.POP.TOTL.MA.IN,Low income,LIC,262290985,269208663,276234442,283433216,290855024,298506953,306383884,314507422,322899806,331571335,..
"Population, male",SP.POP.TOTL.MA.IN,Lower middle income,LMC,1489429956,1511887991,1534499131,1557177788,1580007872,1602935808,1625910403,1648917964,1671877791,1694770588,..
"Population, male",SP.POP.TOTL.MA.IN,Luxembourg,LUX,257987,264801,271572,278639,285878,292674,300425,306776,313268,319773,..
"Population, male",SP.POP.TOTL.MA.IN,"Macao SAR, China",MAC,264555,270883,277154,283190,288841,294035,298830,303321,307706,312100,..
"Population, male",SP.POP.TOTL.MA.IN,Madagascar,MDG,10832943,11135051,11443331,11758685,12081791,12412889,12751850,13098600,13452929,13814619,..
"Population, male",SP.POP.TOTL.MA.IN,Malawi,MWI,7363506,7578989,7799458,8023484,8250134,8478682,8709558,8944330,9185278,9434037,..
"Population, male",SP.POP.TOTL.MA.IN,Malaysia,MYS,14780918,14992118,15190442,15385727,15585167,15790718,16000312,16212181,16423164,16630813,..
"Population, male",SP.POP.TOTL.MA.IN,Maldives,MDV,210247,223632,238587,254672,271367,288938,306973,323527,336070,342928,..
"Population, male",SP.POP.TOTL.MA.IN,Mali,MLI,7752072,7986050,8222328,8465828,8720125,8986333,9263399,9550134,9844537,10145174,..
"Population, male",SP.POP.TOTL.MA.IN,Malta,MLT,206885,209132,212506,217176,222723,228085,234531,242929,252711,263416,..
"Population, male",SP.POP.TOTL.MA.IN,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Mauritania,MRT,1800006,1854815,1911187,1968829,2027548,2087250,2147920,2209465,2271843,2334981,..
"Population, male",SP.POP.TOTL.MA.IN,Mauritius,MUS,620784,622483,623789,624771,625354,625421,625535,625349,625016,624506,..
"Population, male",SP.POP.TOTL.MA.IN,Mexico,MEX,56609424,57375324,58125266,58863834,59594171,60315359,61024503,61720819,62403393,63071486,..
"Population, male",SP.POP.TOTL.MA.IN,"Micronesia, Fed. Sts.",FSM,52511,53060,53800,54589,55343,56026,56668,57272,57867,58480,..
"Population, male",SP.POP.TOTL.MA.IN,Middle East & North Africa,MEA,203472433,207725068,211938124,216122646,220285747,224410269,228484340,232545599,236607153,240679656,..
"Population, male",SP.POP.TOTL.MA.IN,Middle East & North Africa (excluding high income),MNA,170657465,173805977,177033154,180281373,183509858,186695911,189848054,193022926,196265046,199610776,..
"Population, male",SP.POP.TOTL.MA.IN,Middle East & North Africa (IDA & IBRD countries),TMN,168687439,171786649,174964613,178163674,181343129,184480158,187588110,190705377,193888873,197174998,..
"Population, male",SP.POP.TOTL.MA.IN,Middle income,MIC,2677966730,2710278808,2742815553,2775215120,2807349023,2839441101,2871688668,2902749229,2932679726,2961176007,..
"Population, male",SP.POP.TOTL.MA.IN,Moldova,MDA,1375384,1375322,1374779,1373537,1362196,1345926,1322475,1298980,1277266,1255012,..
"Population, male",SP.POP.TOTL.MA.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
"Population, male",SP.POP.TOTL.MA.IN,Mongolia,MNG,1373060,1399039,1426337,1454226,1482075,1509700,1537060,1563881,1589932,1615039,..
"Population, male",SP.POP.TOTL.MA.IN,Montenegro,MNE,306343,306681,307025,307342,307537,307637,307690,307635,307559,307222,..
"Population, male",SP.POP.TOTL.MA.IN,Morocco,MAR,16172843,16415742,16668892,16922959,17171039,17410483,17642593,17869042,18093063,18316887,..
